Notes,State,State Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Mississippi,28,1993,1993,2655100
,Mississippi,28,1994,1994,2688992
,Mississippi,28,1995,1995,2722659
,Mississippi,28,1996,1996,2748085
,Mississippi,28,1997,1997,2777004
,Mississippi,28,1998,1998,2804834
,Mississippi,28,1999,1999,2828408
,Mississippi,28,2000,2000,2848353
,Mississippi,28,2001,2001,2852994
,Mississippi,28,2002,2002,2858681
,Mississippi,28,2003,2003,2868312
,Mississippi,28,2004,2004,2889010
,Mississippi,28,2005,2005,2905943
,Mississippi,28,2006,2006,2904978
,Mississippi,28,2007,2007,2928350
,Mississippi,28,2008,2008,2947806
,Mississippi,28,2009,2009,2958774
,Mississippi,28,2010,2010,2970615
,Mississippi,28,2011,2011,2979147
,Mississippi,28,2012,2012,2984599
,Mississippi,28,2013,2013,2989839
,Mississippi,28,2014,2014,2991892
,Mississippi,28,2015,2015,2990231
,Mississippi,28,2016,2016,2990595
,Mississippi,28,2017,2017,2990674
,Mississippi,28,2018,2018,2982879
,Mississippi,28,2019,2019,2978227
,Mississippi,28,2020,2020,2966786
Total,Mississippi,28,,,88805131
,Missouri,29,1990,1990,5128880
,Missouri,29,1991,1991,5170800
,Missouri,29,1992,1992,5217101
,Missouri,29,1993,1993,5271175
,Missouri,29,1994,1994,5324497
,Missouri,29,1995,1995,5378247
,Missouri,29,1996,1996,5431553
,Missouri,29,1997,1997,5481193
,Missouri,29,1998,1998,5521765
,Missouri,29,1999,1999,5561948
,Missouri,29,2000,2000,5607285
,Missouri,29,2001,2001,5641142
,Missouri,29,2002,2002,5674825
,Missouri,29,2003,2003,5709403
,Missouri,29,2004,2004,5747741
,Missouri,29,2005,2005,5790300
,Missouri,29,2006,2006,5842704
,Missouri,29,2007,2007,5887612
,Missouri,29,2008,2008,5923916
,Missouri,29,2009,2009,5961088
,Missouri,29,2010,2010,5996089
,Missouri,29,2011,2011,6011182
,Missouri,29,2012,2012,6026027
,Missouri,29,2013,2013,6042989
,Missouri,29,2014,2014,6059130
,Missouri,29,2015,2015,6075411
,Missouri,29,2016,2016,6091384
,Missouri,29,2017,2017,6111382
,Missouri,29,2018,2018,6125986
,Missouri,29,2019,2019,6140475
,Missouri,29,2020,2020,6151548
Total,Missouri,29,,,178104778
,Montana,30,1990,1990,800204
,Montana,30,1991,1991,809680
,Montana,30,1992,1992,825770
,Montana,30,1993,1993,844761
,Montana,30,1994,1994,861306
,Montana,30,1995,1995,876553
,Montana,30,1996,1996,886254
,Montana,30,1997,1997,889865
,Montana,30,1998,1998,892431
,Montana,30,1999,1999,897507
,Montana,30,2000,2000,903773
,Montana,30,2001,2001,906961
,Montana,30,2002,2002,911667
,Montana,30,2003,2003,919630
,Montana,30,2004,2004,930009
,Montana,30,2005,2005,940102
,Montana,30,2006,2006,952692
,Montana,30,2007,2007,964706
,Montana,30,2008,2008,976415
,Montana,30,2009,2009,983982
,Montana,30,2010,2010,990730
,Montana,30,2011,2011,997518
,Montana,30,2012,2012,1004168
,Montana,30,2013,2013,1014158
,Montana,30,2014,2014,1022657
,Montana,30,2015,2015,1031495
,Montana,30,2016,2016,1042137
,Montana,30,2017,2017,1053862
,Montana,30,2018,2018,1061818
,Montana,30,2019,2019,1070123
,Montana,30,2020,2020,1080577
Total,Montana,30,,,29343511
,Nebraska,31,1990,1990,1581660
,Nebraska,31,1991,1991,1595919
,Nebraska,31,1992,1992,1611687
,Nebraska,31,1993,1993,1625590
,Nebraska,31,1994,1994,1639041
,Nebraska,31,1995,1995,1656992
,Nebraska,31,1996,1996,1673740
,Nebraska,31,1997,1997,1686418
,Nebraska,31,1998,1998,1695816
,Nebraska,31,1999,1999,1704764
,Nebraska,31,2000,2000,1713820
,Nebraska,31,2001,2001,1719836
,Nebraska,31,2002,2002,1728292
,Nebraska,31,2003,2003,1738643
,Nebraska,31,2004,2004,1749370
,Nebraska,31,2005,2005,1761497
,Nebraska,31,2006,2006,1772693
,Nebraska,31,2007,2007,1783440
,Nebraska,31,2008,2008,1796378
,Nebraska,31,2009,2009,1812683
,Nebraska,31,2010,2010,1829591
,Nebraska,31,2011,2011,1840914
,Nebraska,31,2012,2012,1853691
,Nebraska,31,2013,2013,1865813
,Nebraska,31,2014,2014,1879955
,Nebraska,31,2015,2015,1892059
,Nebraska,31,2016,2016,1906483
,Nebraska,31,2017,2017,1916998
,Nebraska,31,2018,2018,1925512
,Nebraska,31,2019,2019,1932571
,Nebraska,31,2020,2020,1937552
Total,Nebraska,31,,,54829418
,Nevada,32,1990,1990,1220695
,Nevada,32,1991,1991,1296171
,Nevada,32,1992,1992,1351367
,Nevada,32,1993,1993,1411215
,Nevada,32,1994,1994,1499298
,Nevada,32,1995,1995,1581578
,Nevada,32,1996,1996,1666320
,Nevada,32,1997,1997,1764104
,Nevada,32,1998,1998,1853191
,Nevada,32,1999,1999,1934718
,Nevada,32,2000,2000,2018741
,Nevada,32,2001,2001,2098399
,Nevada,32,2002,2002,2173791
,Nevada,32,2003,2003,2248850
,Nevada,32,2004,2004,2346222
,Nevada,32,2005,2005,2432143
,Nevada,32,2006,2006,2522658
,Nevada,32,2007,2007,2601072
,Nevada,32,2008,2008,2653630
,Nevada,32,2009,2009,2684665
,Nevada,32,2010,2010,2702483
,Nevada,32,2011,2011,2713114
,Nevada,32,2012,2012,2744670
,Nevada,32,2013,2013,2776956
,Nevada,32,2014,2014,2818935
,Nevada,32,2015,2015,2868531
,Nevada,32,2016,2016,2919555
,Nevada,32,2017,2017,2972097
,Nevada,32,2018,2018,3030725
,Nevada,32,2019,2019,3090771
,Nevada,32,2020,2020,3138259
Total,Nevada,32,,,71134924
,New Hampshire,33,1990,1990,1112384
,New Hampshire,33,1991,1991,1109929
,New Hampshire,33,1992,1992,1117784
,New Hampshire,33,1993,1993,1129458
,New Hampshire,33,1994,1994,1142560
,New Hampshire,33,1995,1995,1157561
,New Hampshire,33,1996,1996,1174719
,New Hampshire,33,1997,1997,1189425
,New Hampshire,33,1998,1998,1205940
,New Hampshire,33,1999,1999,1222014
,New Hampshire,33,2000,2000,1239882
,New Hampshire,33,2001,2001,1255517
,New Hampshire,33,2002,2002,1269089
,New Hampshire,33,2003,2003,1279840
,New Hampshire,33,2004,2004,1290121
,New Hampshire,33,2005,2005,1298492
,New Hampshire,33,2006,2006,1308389
,New Hampshire,33,2007,2007,1312540
,New Hampshire,33,2008,2008,1315906
,New Hampshire,33,2009,2009,1316102
,New Hampshire,33,2010,2010,1316807
,New Hampshire,33,2011,2011,1320444
,New Hampshire,33,2012,2012,1324677
,New Hampshire,33,2013,2013,1327272
,New Hampshire,33,2014,2014,1334257
,New Hampshire,33,2015,2015,1337480
,New Hampshire,33,2016,2016,1343694
,New Hampshire,33,2017,2017,1350395
,New Hampshire,33,2018,2018,1355064
,New Hampshire,33,2019,2019,1360783
,New Hampshire,33,2020,2020,1366275
Total,New Hampshire,33,,,39184800
,New Jersey,34,1990,1990,7762963
,New Jersey,34,1991,1991,7814676
,New Jersey,34,1992,1992,7880508
,New Jersey,34,1993,1993,7948915
,New Jersey,34,1994,1994,8014306
,New Jersey,34,1995,1995,8083242
,New Jersey,34,1996,1996,8149596
,New Jersey,34,1997,1997,8218808
,New Jersey,34,1998,1998,8287418
,New Jersey,34,1999,1999,8359592
,New Jersey,34,2000,2000,8430621
,New Jersey,34,2001,2001,8492671
,New Jersey,34,2002,2002,8552643
,New Jersey,34,2003,2003,8601402
,New Jersey,34,2004,2004,8634561
,New Jersey,34,2005,2005,8651974
,New Jersey,34,2006,2006,8661679
,New Jersey,34,2007,2007,8677885
,New Jersey,34,2008,2008,8711090
,New Jersey,34,2009,2009,8755602
,New Jersey,34,2010,2010,8799451
,New Jersey,34,2011,2011,8828552
,New Jersey,34,2012,2012,8845671
,New Jersey,34,2013,2013,8857821
,New Jersey,34,2014,2014,8867277
,New Jersey,34,2015,2015,8870312
,New Jersey,34,2016,2016,8873584
,New Jersey,34,2017,2017,8888147
,New Jersey,34,2018,2018,8891730
,New Jersey,34,2019,2019,8891258
,New Jersey,34,2020,2020,8882371
Total,New Jersey,34,,,264186326
,New Mexico,35,1990,1990,1521574
,New Mexico,35,1991,1991,1555305
,New Mexico,35,1992,1992,1595442
,New Mexico,35,1993,1993,1636453
,New Mexico,35,1994,1994,1682398
,New Mexico,35,1995,1995,1720394
,New Mexico,35,1996,1996,1752326
,New Mexico,35,1997,1997,1774839
,New Mexico,35,1998,1998,1793484
,New Mexico,35,1999,1999,1808082
,New Mexico,35,2000,2000,1821204
,New Mexico,35,2001,2001,1831690
,New Mexico,35,2002,2002,1855309
,New Mexico,35,2003,2003,1877574
,New Mexico,35,2004,2004,1903808
,New Mexico,35,2005,2005,1932274
,New Mexico,35,2006,2006,1962137
,New Mexico,35,2007,2007,1990070
,New Mexico,35,2008,2008,2010662
,New Mexico,35,2009,2009,2036802
,New Mexico,35,2010,2010,2064614
,New Mexico,35,2011,2011,2080707
,New Mexico,35,2012,2012,2087715
,New Mexico,35,2013,2013,2092833
,New Mexico,35,2014,2014,2090236
,New Mexico,35,2015,2015,2090071
,New Mexico,35,2016,2016,2092555
,New Mexico,35,2017,2017,2092844
,New Mexico,35,2018,2018,2093754
,New Mexico,35,2019,2019,2099634
,New Mexico,35,2020,2020,2106319
Total,New Mexico,35,,,59053109
,New York,36,1990,1990,18020784
,New York,36,1991,1991,18122510
,New York,36,1992,1992,18246653
,New York,36,1993,1993,18374954
,New York,36,1994,1994,18459470
,New York,36,1995,1995,18524104
,New York,36,1996,1996,18588460
,New York,36,1997,1997,18656546
,New York,36,1998,1998,18755906
,New York,36,1999,1999,18882725
,New York,36,2000,2000,19001780
,New York,36,2001,2001,19082838
,New York,36,2002,2002,19137800
,New York,36,2003,2003,19175939
,New York,36,2004,2004,19171567
,New York,36,2005,2005,19132610
,New York,36,2006,2006,19104631
,New York,36,2007,2007,19132335
,New York,36,2008,2008,19212436
,New York,36,2009,2009,19307066
,New York,36,2010,2010,19399956
,New York,36,2011,2011,19499921
,New York,36,2012,2012,19574362
,New York,36,2013,2013,19626488
,New York,36,2014,2014,19653431
,New York,36,2015,2015,19657321
,New York,36,2016,2016,19636391
,New York,36,2017,2017,19593849
,New York,36,2018,2018,19544098
,New York,36,2019,2019,19463131
,New York,36,2020,2020,19336776
Total,New York,36,,,591076838
,North Carolina,37,1990,1990,6664016
,North Carolina,37,1991,1991,6784280
,North Carolina,37,1992,1992,6897214
,North Carolina,37,1993,1993,7042818
,North Carolina,37,1994,1994,7187398
,North Carolina,37,1995,1995,7344674
,North Carolina,37,1996,1996,7500670
,North Carolina,37,1997,1997,7656825
,North Carolina,37,1998,1998,7809121
,North Carolina,37,1999,1999,7949361
,North Carolina,37,2000,2000,8081614
,North Carolina,37,2001,2001,8210122
,North Carolina,37,2002,2002,8326201
,North Carolina,37,2003,2003,8422501
,North Carolina,37,2004,2004,8553152
,North Carolina,37,2005,2005,8705407
,North Carolina,37,2006,2006,8917270
,North Carolina,37,2007,2007,9118037
,North Carolina,37,2008,2008,9309449
,North Carolina,37,2009,2009,9449566
,North Carolina,37,2010,2010,9574586
,North Carolina,37,2011,2011,9658913
,North Carolina,37,2012,2012,9751810
,North Carolina,37,2013,2013,9846717
,North Carolina,37,2014,2014,9937295
,North Carolina,37,2015,2015,10037218
,North Carolina,37,2016,2016,10161802
,North Carolina,37,2017,2017,10275758
,North Carolina,37,2018,2018,10391358
,North Carolina,37,2019,2019,10501384
,North Carolina,37,2020,2020,10600823
Total,North Carolina,37,,,270667360
,North Dakota,38,1990,1990,637685
,North Dakota,38,1991,1991,635753
,North Dakota,38,1992,1992,638223
,North Dakota,38,1993,1993,641216
,North Dakota,38,1994,1994,644804
,North Dakota,38,1995,1995,647832
,North Dakota,38,1996,1996,650382
,North Dakota,38,1997,1997,649716
,North Dakota,38,1998,1998,647532
,North Dakota,38,1999,1999,644259
,North Dakota,38,2000,2000,642023
,North Dakota,38,2001,2001,639062
,North Dakota,38,2002,2002,638168
,North Dakota,38,2003,2003,638817
,North Dakota,38,2004,2004,644705
,North Dakota,38,2005,2005,646089
,North Dakota,38,2006,2006,649422
,North Dakota,38,2007,2007,652822
,North Dakota,38,2008,2008,657569
,North Dakota,38,2009,2009,664968
,North Dakota,38,2010,2010,674752
,North Dakota,38,2011,2011,685526
,North Dakota,38,2012,2012,702227
,North Dakota,38,2013,2013,723149
,North Dakota,38,2014,2014,738736
,North Dakota,38,2015,2015,755537
,North Dakota,38,2016,2016,756114
,North Dakota,38,2017,2017,756755
,North Dakota,38,2018,2018,760062
,North Dakota,38,2019,2019,763724
,North Dakota,38,2020,2020,765309
Total,North Dakota,38,,,20992938
,Ohio,39,1990,1990,10864162
,Ohio,39,1991,1991,10945762
,Ohio,39,1992,1992,11029431
,Ohio,39,1993,1993,11101140
,Ohio,39,1994,1994,11152454
,Ohio,39,1995,1995,11202751
,Ohio,39,1996,1996,11242827
,Ohio,39,1997,1997,11277357
,Ohio,39,1998,1998,11311536
,Ohio,39,1999,1999,11335454
,Ohio,39,2000,2000,11363543
,Ohio,39,2001,2001,11387404
,Ohio,39,2002,2002,11407889
,Ohio,39,2003,2003,11434788
,Ohio,39,2004,2004,11452251
,Ohio,39,2005,2005,11463320
,Ohio,39,2006,2006,11481213
,Ohio,39,2007,2007,11500468
,Ohio,39,2008,2008,11515391
,Ohio,39,2009,2009,11528896
,Ohio,39,2010,2010,11539449
,Ohio,39,2011,2011,11545735
,Ohio,39,2012,2012,11550971
,Ohio,39,2013,2013,11579692
,Ohio,39,2014,2014,11606573
,Ohio,39,2015,2015,11622315
,Ohio,39,2016,2016,11640060
,Ohio,39,2017,2017,11665706
,Ohio,39,2018,2018,11680892
,Ohio,39,2019,2019,11696507
,Ohio,39,2020,2020,11693217
Total,Ohio,39,,,353819154
,Oklahoma,40,1990,1990,3148825
,Oklahoma,40,1991,1991,3175440
,Oklahoma,40,1992,1992,3220517
,Oklahoma,40,1993,1993,3252285
,Oklahoma,40,1994,1994,3280940
,Oklahoma,40,1995,1995,3308208
,Oklahoma,40,1996,1996,3340129
,Oklahoma,40,1997,1997,3372917
,Oklahoma,40,1998,1998,3405194
,Oklahoma,40,1999,1999,3437147
,Oklahoma,40,2000,2000,3454365
,Oklahoma,40,2001,2001,3467100
,Oklahoma,40,2002,2002,3489080
,Oklahoma,40,2003,2003,3504892
,Oklahoma,40,2004,2004,3525233
,Oklahoma,40,2005,2005,3548597
,Oklahoma,40,2006,2006,3594090
,Oklahoma,40,2007,2007,3634349
,Oklahoma,40,2008,2008,3668976
,Oklahoma,40,2009,2009,3717572
,Oklahoma,40,2010,2010,3760014
,Oklahoma,40,2011,2011,3788824
,Oklahoma,40,2012,2012,3819320
,Oklahoma,40,2013,2013,3853891
,Oklahoma,40,2014,2014,3879187
,Oklahoma,40,2015,2015,3910518
,Oklahoma,40,2016,2016,3928143
,Oklahoma,40,2017,2017,3933602
,Oklahoma,40,2018,2018,3943488
,Oklahoma,40,2019,2019,3960676
,Oklahoma,40,2020,2020,3980783
Total,Oklahoma,40,,,111304302
,Oregon,41,1990,1990,2860375
,Oregon,41,1991,1991,2928507
,Oregon,41,1992,1992,2991755
,Oregon,41,1993,1993,3060367
,Oregon,41,1994,1994,3121264
,Oregon,41,1995,1995,3184369
,Oregon,41,1996,1996,3247111
,Oregon,41,1997,1997,3304310
,Oregon,41,1998,1998,3352449
,Oregon,41,1999,1999,3393941
,Oregon,41,2000,2000,3429708
,Oregon,41,2001,2001,3467937
,Oregon,41,2002,2002,3513424
,Oregon,41,2003,2003,3547376
,Oregon,41,2004,2004,3569463
,Oregon,41,2005,2005,3613202
,Oregon,41,2006,2006,3670883
,Oregon,41,2007,2007,3722417
,Oregon,41,2008,2008,3768748
,Oregon,41,2009,2009,3808600
,Oregon,41,2010,2010,3837614
,Oregon,41,2011,2011,3872672
,Oregon,41,2012,2012,3900102
,Oregon,41,2013,2013,3924110
,Oregon,41,2014,2014,3965447
,Oregon,41,2015,2015,4018542
,Oregon,41,2016,2016,4093271
,Oregon,41,2017,2017,4147294
,Oregon,41,2018,2018,4183538
,Oregon,41,2019,2019,4216116
,Oregon,41,2020,2020,4241507
Total,Oregon,41,,,111956419
,Pennsylvania,42,1990,1990,11903299
,Pennsylvania,42,1991,1991,11982164
,Pennsylvania,42,1992,1992,12049450
,Pennsylvania,42,1993,1993,12119724
,Pennsylvania,42,1994,1994,12166050
,Pennsylvania,42,1995,1995,12198403
,Pennsylvania,42,1996,1996,12220464
,Pennsylvania,42,1997,1997,12227814
,Pennsylvania,42,1998,1998,12245672
,Pennsylvania,42,1999,1999,12263805
,Pennsylvania,42,2000,2000,12284173
,Pennsylvania,42,2001,2001,12298970
,Pennsylvania,42,2002,2002,12331031
,Pennsylvania,42,2003,2003,12374658
,Pennsylvania,42,2004,2004,12410722
,Pennsylvania,42,2005,2005,12449990
,Pennsylvania,42,2006,2006,12510809
,Pennsylvania,42,2007,2007,12563937
,Pennsylvania,42,2008,2008,12612285
,Pennsylvania,42,2009,2009,12666858
,Pennsylvania,42,2010,2010,12711406
,Pennsylvania,42,2011,2011,12747052
,Pennsylvania,42,2012,2012,12769123
,Pennsylvania,42,2013,2013,12779538
,Pennsylvania,42,2014,2014,12792392
,Pennsylvania,42,2015,2015,12789838
,Pennsylvania,42,2016,2016,12788468
,Pennsylvania,42,2017,2017,12794679
,Pennsylvania,42,2018,2018,12809107
,Pennsylvania,42,2019,2019,12798883
,Pennsylvania,42,2020,2020,12783254
Total,Pennsylvania,42,,,386444018
,Rhode Island,44,1990,1990,1005995
,Rhode Island,44,1991,1991,1010649
,Rhode Island,44,1992,1992,1012581
,Rhode Island,44,1993,1993,1015112
,Rhode Island,44,1994,1994,1015960
,Rhode Island,44,1995,1995,1017002
,Rhode Island,44,1996,1996,1020893
,Rhode Island,44,1997,1997,1025353
,Rhode Island,44,1998,1998,1031155
,Rhode Island,44,1999,1999,1040402
,Rhode Island,44,2000,2000,1050268
,Rhode Island,44,2001,2001,1057142
,Rhode Island,44,2002,2002,1065995
,Rhode Island,44,2003,2003,1071342
,Rhode Island,44,2004,2004,1074579
,Rhode Island,44,2005,2005,1067916
,Rhode Island,44,2006,2006,1063096
,Rhode Island,44,2007,2007,1057315
,Rhode Island,44,2008,2008,1055003
,Rhode Island,44,2009,2009,1053646
,Rhode Island,44,2010,2010,1053994
,Rhode Island,44,2011,2011,1053829
,Rhode Island,44,2012,2012,1054893
,Rhode Island,44,2013,2013,1055560
,Rhode Island,44,2014,2014,1056511
,Rhode Island,44,2015,2015,1056886
,Rhode Island,44,2016,2016,1057816
,Rhode Island,44,2017,2017,1056554
,Rhode Island,44,2018,2018,1059338
,Rhode Island,44,2019,2019,1058158
,Rhode Island,44,2020,2020,1057125
Total,Rhode Island,44,,,32432068
,South Carolina,45,1990,1990,3501155
,South Carolina,45,1991,1991,3570404
,South Carolina,45,1992,1992,3620464
,South Carolina,45,1993,1993,3663314
,South Carolina,45,1994,1994,3705397
,South Carolina,45,1995,1995,3748582
,South Carolina,45,1996,1996,3796200
,South Carolina,45,1997,1997,3859696
,South Carolina,45,1998,1998,3919235
,South Carolina,45,1999,1999,3974682
,South Carolina,45,2000,2000,4024223
,South Carolina,45,2001,2001,4064995
,South Carolina,45,2002,2002,4107795
,South Carolina,45,2003,2003,4150297
,South Carolina,45,2004,2004,4210921
,South Carolina,45,2005,2005,4270150
,South Carolina,45,2006,2006,4357847
,South Carolina,45,2007,2007,4444110
,South Carolina,45,2008,2008,4528996
,South Carolina,45,2009,2009,4589872
,South Carolina,45,2010,2010,4635846
,South Carolina,45,2011,2011,4672655
,South Carolina,45,2012,2012,4719027
,South Carolina,45,2013,2013,4766469
,South Carolina,45,2014,2014,4826858
,South Carolina,45,2015,2015,4896006
,South Carolina,45,2016,2016,4963031
,South Carolina,45,2017,2017,5027102
,South Carolina,45,2018,2018,5091702
,South Carolina,45,2019,2019,5157702
,South Carolina,45,2020,2020,5218040
Total,South Carolina,45,,,134082773
,South Dakota,46,1990,1990,697101
,South Dakota,46,1991,1991,703669
,South Dakota,46,1992,1992,712801
,South Dakota,46,1993,1993,722159
,South Dakota,46,1994,1994,730790
,South Dakota,46,1995,1995,737925
,South Dakota,46,1996,1996,742213
,South Dakota,46,1997,1997,744223
,South Dakota,46,1998,1998,746058
,South Dakota,46,1999,1999,750412
,South Dakota,46,2000,2000,755844
,South Dakota,46,2001,2001,757972
,South Dakota,46,2002,2002,760020
,South Dakota,46,2003,2003,763729
,South Dakota,46,2004,2004,770396
,South Dakota,46,2005,2005,775493
,South Dakota,46,2006,2006,783033
,South Dakota,46,2007,2007,791623
,South Dakota,46,2008,2008,799124
,South Dakota,46,2009,2009,807067
,South Dakota,46,2010,2010,816193
,South Dakota,46,2011,2011,823740
,South Dakota,46,2012,2012,833859
,South Dakota,46,2013,2013,842751
,South Dakota,46,2014,2014,849670
,South Dakota,46,2015,2015,854663
,South Dakota,46,2016,2016,863693
,South Dakota,46,2017,2017,873732
,South Dakota,46,2018,2018,879386
,South Dakota,46,2019,2019,887127
,South Dakota,46,2020,2020,892717
Total,South Dakota,46,,,24469183
,Tennessee,47,1990,1990,4894492
,Tennessee,47,1991,1991,4966587
,Tennessee,47,1992,1992,5049742
,Tennessee,47,1993,1993,5137584
,Tennessee,47,1994,1994,5231438
,Tennessee,47,1995,1995,5326936
,Tennessee,47,1996,1996,5416643
,Tennessee,47,1997,1997,5499233
,Tennessee,47,1998,1998,5570045
,Tennessee,47,1999,1999,5638706
,Tennessee,47,2000,2000,5703719
,Tennessee,47,2001,2001,5750789
,Tennessee,47,2002,2002,5795918
,Tennessee,47,2003,2003,5847812
,Tennessee,47,2004,2004,5910809
,Tennessee,47,2005,2005,5991057
,Tennessee,47,2006,2006,6088766
,Tennessee,47,2007,2007,6175727
,Tennessee,47,2008,2008,6247411
,Tennessee,47,2009,2009,6306019
,Tennessee,47,2010,2010,6355518
,Tennessee,47,2011,2011,6400298
,Tennessee,47,2012,2012,6455752
,Tennessee,47,2013,2013,6496943
,Tennessee,47,2014,2014,6544617
,Tennessee,47,2015,2015,6595354
,Tennessee,47,2016,2016,6651277
,Tennessee,47,2017,2017,6714748
,Tennessee,47,2018,2018,6778180
,Tennessee,47,2019,2019,6830325
,Tennessee,47,2020,2020,6886834
Total,Tennessee,47,,,185259279
,Texas,48,1990,1990,17056755
,Texas,48,1991,1991,17398005
,Texas,48,1992,1992,17759738
,Texas,48,1993,1993,18161612
,Texas,48,1994,1994,18564062
,Texas,48,1995,1995,18958751
,Texas,48,1996,1996,19340342
,Texas,48,1997,1997,19740317
,Texas,48,1998,1998,20157531
,Texas,48,1999,1999,20558220
,Texas,48,2000,2000,20944499
,Texas,48,2001,2001,21319622
,Texas,48,2002,2002,21690325
,Texas,48,2003,2003,22030931
,Texas,48,2004,2004,22394023
,Texas,48,2005,2005,22778123
,Texas,48,2006,2006,23359580
,Texas,48,2007,2007,23831983
,Texas,48,2008,2008,24309039
,Texas,48,2009,2009,24801761
,Texas,48,2010,2010,25241897
,Texas,48,2011,2011,25645504
,Texas,48,2012,2012,26084120
,Texas,48,2013,2013,26479646
,Texas,48,2014,2014,26963092
,Texas,48,2015,2015,27468531
,Texas,48,2016,2016,27914064
,Texas,48,2017,2017,28291024
,Texas,48,2018,2018,28624564
,Texas,48,2019,2019,28986794
,Texas,48,2020,2020,29360759
Total,Texas,48,,,716215214
,Utah,49,1990,1990,1731223
,Utah,49,1991,1991,1779780
,Utah,49,1992,1992,1836799
,Utah,49,1993,1993,1898404
,Utah,49,1994,1994,1960446
,Utah,49,1995,1995,2014177
,Utah,49,1996,1996,2067976
,Utah,49,1997,1997,2119784
,Utah,49,1998,1998,2165960
,Utah,49,1999,1999,2203482
,Utah,49,2000,2000,2244502
,Utah,49,2001,2001,2283715
,Utah,49,2002,2002,2324815
,Utah,49,2003,2003,2360137
,Utah,49,2004,2004,2401580
,Utah,49,2005,2005,2457719
,Utah,49,2006,2006,2525507
,Utah,49,2007,2007,2597746
,Utah,49,2008,2008,2663029
,Utah,49,2009,2009,2723421
,Utah,49,2010,2010,2775413
,Utah,49,2011,2011,2814797
,Utah,49,2012,2012,2854146
,Utah,49,2013,2013,2898773
,Utah,49,2014,2014,2938327
,Utah,49,2015,2015,2983626
,Utah,49,2016,2016,3044241
,Utah,49,2017,2017,3103540
,Utah,49,2018,2018,3155153
,Utah,49,2019,2019,3203383
,Utah,49,2020,2020,3249879
Total,Utah,49,,,77381480
,Vermont,50,1990,1990,564798
,Vermont,50,1991,1991,568606
,Vermont,50,1992,1992,572751
,Vermont,50,1993,1993,577748
,Vermont,50,1994,1994,583836
,Vermont,50,1995,1995,589002
,Vermont,50,1996,1996,593701
,Vermont,50,1997,1997,597239
,Vermont,50,1998,1998,600416
,Vermont,50,1999,1999,604683
,Vermont,50,2000,2000,609618
,Vermont,50,2001,2001,612223
,Vermont,50,2002,2002,615442
,Vermont,50,2003,2003,617858
,Vermont,50,2004,2004,619920
,Vermont,50,2005,2005,621215
,Vermont,50,2006,2006,622892
,Vermont,50,2007,2007,623481
,Vermont,50,2008,2008,624151
,Vermont,50,2009,2009,624817
,Vermont,50,2010,2010,625886
,Vermont,50,2011,2011,627197
,Vermont,50,2012,2012,626361
,Vermont,50,2013,2013,626603
,Vermont,50,2014,2014,625693
,Vermont,50,2015,2015,625810
,Vermont,50,2016,2016,624366
,Vermont,50,2017,2017,625132
,Vermont,50,2018,2018,624802
,Vermont,50,2019,2019,624046
,Vermont,50,2020,2020,623347
Total,Vermont,50,,,18923640
,Virginia,51,1990,1990,6216884
,Virginia,51,1991,1991,6301217
,Virginia,51,1992,1992,6414307
,Virginia,51,1993,1993,6509630
,Virginia,51,1994,1994,6593139
,Virginia,51,1995,1995,6670693
,Virginia,51,1996,1996,6750884
,Virginia,51,1997,1997,6829183
,Virginia,51,1998,1998,6900918
,Virginia,51,1999,1999,7000174
,Virginia,51,2000,2000,7105817
,Virginia,51,2001,2001,7198362
,Virginia,51,2002,2002,7286873
,Virginia,51,2003,2003,7366977
,Virginia,51,2004,2004,7475575
,Virginia,51,2005,2005,7577105
,Virginia,51,2006,2006,7673725
,Virginia,51,2007,2007,7751000
,Virginia,51,2008,2008,7833496
,Virginia,51,2009,2009,7925937
,Virginia,51,2010,2010,8024004
,Virginia,51,2011,2011,8102437
,Virginia,51,2012,2012,8187456
,Virginia,51,2013,2013,8255861
,Virginia,51,2014,2014,8315430
,Virginia,51,2015,2015,8367303
,Virginia,51,2016,2016,8417651
,Virginia,51,2017,2017,8471011
,Virginia,51,2018,2018,8510920
,Virginia,51,2019,2019,8556642
,Virginia,51,2020,2020,8590563
Total,Virginia,51,,,233181174
,Washington,53,1990,1990,4903043
,Washington,53,1991,1991,5025624
,Washington,53,1992,1992,5160757
,Washington,53,1993,1993,5278842
,Washington,53,1994,1994,5375161
,Washington,53,1995,1995,5481027
,Washington,53,1996,1996,5569753
,Washington,53,1997,1997,5674747
,Washington,53,1998,1998,5769562
,Washington,53,1999,1999,5842564
,Washington,53,2000,2000,5910512
,Washington,53,2001,2001,5985722
,Washington,53,2002,2002,6052349
,Washington,53,2003,2003,6104115
,Washington,53,2004,2004,6178645
,Washington,53,2005,2005,6257305
,Washington,53,2006,2006,6370753
,Washington,53,2007,2007,6461587
,Washington,53,2008,2008,6562231
,Washington,53,2009,2009,6667426
,Washington,53,2010,2010,6743009
,Washington,53,2011,2011,6827479
,Washington,53,2012,2012,6898599
,Washington,53,2013,2013,6966252
,Washington,53,2014,2014,7057531
,Washington,53,2015,2015,7167287
,Washington,53,2016,2016,7299961
,Washington,53,2017,2017,7427951
,Washington,53,2018,2018,7526793
,Washington,53,2019,2019,7614024
